"occurrenceID"	"basisOfRecord"	"institutionCode"	"collectionCode"	"catalogNumber"	"voucherNONDWC"	"tipoNONDWC"	"language"	"institutionID"	"collectionID"	"ID.del.conjunto.de.datos.NONDWC"	"Nombre.del.conjunto.de.datos.NONDWC"	"Comentarios.del.registro.biologico.NONDWC"	"Numero.de.registro.NONDWC"	"recordedBy"	"individualCount"	"sex"	"lifeStage"	"preparations"	"otherCatalogNumbers"	"samplingProtocol"	"eventDate"	"Hora.del.evento.NONDWC"	"verbatimEventDate"	"Habitat.NONDWC"	"Numero.de.campo.NONDWC"	"Comentarios.del.evento.NONDWC"	"ID.de.la.ubicacion.NONDWC"	"higherGeography"	"Continente.NONDWC"	"Cuerpo.de.agua.NONDWC"	"country"	"countryCode"	"Subcuenca.NONDWC"	"stateProvince"	"county"	"Centro.poblado...NONDWC"	"locality"	"verbatimLocality"	"verbatimElevation"	"Elevacion.Minima.NONDWC"	"Elevacion.Maxima.NONDWC"	"Profundidad.original.NONDWC"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"SRS.original.NONDWC"	"decimalLatitude"	"decimalLongitude"	"Datum.NONDWC"	"Incertidumbre.coordenadas.NONDWC"	"Identificado.por.NONDWC"	"Fecha.georreferenciacion.NONDWC"	"Protocolo.de.georreferenciacion.NONDWC"	"Fuentes.de.georreferenciacion.NONDWC"	"Comentarios.georreferenciacion.NONDWC"	"Error.georreferenciacion.NONDWC"	"identifiedBy"	"dateIdentified"	"identificationQualifier"	"Nombre.original.NONDWC"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"specificEpithet"	"scientificName"	"scientificNameAuthorship"	"taxonRank"	"Categoria.original.del.taxon.NONDWC"	"taxonomicStatus"	"validForOrinoco"	"threatRank"	"endemic"	"ODC"	"migratory"	"eventDateMonthYear"
"IAvH:IAvH:003318"	"Especímen preservado"	"IAvH"	"IAvH-P"	3318	"IAVH3318"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"03/01/1994"	NA	"03/01/1994"	NA	NA	"Pozo Liria C"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"11/01/2003"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"03-1994"
"IAvH:IAvH:003319"	"Especímen preservado"	"IAvH"	"IAvH-P"	3319	"IAVH3319"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	20	NA	NA	"Animal completo (ETOH)"	NA	NA	"08/01/1993"	NA	"08/01/1993"	NA	NA	"\"Monitoreo fisicoquimico y bilogico, invierno\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Cuenca del río Unete, río Cachiza\""	"\"Río Cachiza, cuenca del río Unete\""	370	NA	NA	NA	"5 12 0 -72 36 0"	"5 12 0"	"72 36 0"	NA	NA	5.191027	-72.60375	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cachiza en la cuenca del rio Unete (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"11/01/2003"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"08-1993"
"IAvH:IAvH:003320"	"Especímen preservado"	"IAvH"	"IAvH-P"	3320	"IAVH3320"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	9	NA	NA	"Animal completo (ETOH)"	NA	NA	"03/01/1994"	NA	"03/01/1994"	NA	NA	"Pozo Liria B"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Quebrada Chichaca, afluente del río Cachiza\""	"Qda. Chichaca afluente del río Cachiza"	1174	NA	NA	NA	"5 12 0 -72 36 0"	"5 12 0"	"72 36 0"	NA	NA	5.269367	-72.66548	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Chichaca (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"11/01/2003"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"03-1994"
"UN:ICN-MHN:003327"	"Especímen preservado"	"UN"	"ICN-MHN"	3320	"ICN3320"	"Objeto físico"	"es"	"899.999.063-3"	"Registro Nacional de Colecciones: 5"	NA	NA	NA	NA	NA	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"09/08/1981"	NA	"08/09/1981"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Quebrada Cayaguero"	"Aguazul. Quebrada Cayaguaro. 400 - 500 msnm"	401	NA	NA	NA	NA	NA	NA	NA	NA	5.218357	-72.520931	"WGS84"	NA	"Diana Carolina Angulo"	"12/03/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC + EOT Aguazul (http://www.casanare.gov.co/recursos_user/documentos/editores/1413/EOT%20AGUAZUL/DOCUMENTO_TEC_SOPORTE/DOCUMENTO%20TECNICO%20SOPORTE.pdf)"	"\"Coordenadas se ubican en la zona de Cayaguas donde se ubica la quebrada Cayaguero a 400 msnm (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 3)\""	NA	"A Londoño"	"12/01/2011"	NA	"Parodon apolinari"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Parodontidae"	"Parodon"	"apolinari"	"Parodon apolinari"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"Si"	"No"	"No"	"09-1981"
"IAvH:IAvH:003324"	"Especímen preservado"	"IAvH"	"IAvH-P"	3324	"IAVH3324"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Mauricio Camargo"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"06/01/1993"	NA	"06/01/1993"	NA	NA	"Efecto ambiental Cusiana 1"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Quebrada Arenosa, afluente del río Cusiana\""	"Qda. Arenosa afluente del río Cusiana"	672	NA	NA	NA	"5 22 53.1 -72 25 12.3"	"5 22 53.1"	"72 25 12.3"	NA	NA	5.200481	-72.69497	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Arenosa (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vinicius Bertaco"	"11/17/2006"	NA	"Hemibrycon metae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemibrycon"	"metae"	"Hemibrycon metae"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"06-1993"
"IAvH:IAvH:003327"	"Especímen preservado"	"IAvH"	"IAvH-P"	3327	"IAVH3327"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	7	NA	NA	"Animal completo (ETOH)"	NA	NA	"2/17/1996"	NA	"2/17/1996"	NA	NA	"\"Monitoreo hdrobiologico del bloque piedemonte, epoca sequia\""	"CO:85001"	"\"América, Sudamérica, Colombia, Casanare, Yopal\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Yopal"	NA	"Río Charte"	"Río Charte"	322	NA	NA	NA	"4 42 0 -72 10 0"	"4 42 0"	"72 10 0"	NA	NA	5.275286	-72.49882	"WGS84"	NA	"Irene Aconcha"	"03/11/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Charte (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Odontostilbe pulcher"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Odontostilbe"	"pulchra"	"Odontostilbe pulchra"	"\"(Gill, 1858)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-1996"
"IAvH:IAvH:003328"	"Especímen preservado"	"IAvH"	"IAvH-P"	3328	"IAVH3328"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	14	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/01/1996"	NA	"02/01/1996"	NA	NA	"\"Monitoreo hidrobiologico Cusiana, epoca sequia\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Odontostilbe pulcher"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Odontostilbe"	"pulchra"	"Odontostilbe pulchra"	"\"(Gill, 1858)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-1996"
"IAvH:IAvH:003337"	"Especímen preservado"	"IAvH"	"IAvH-P"	3337	"IAVH3337"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"03/01/1993"	NA	"03/01/1993"	NA	NA	"BP Exploration"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Quebrada Cupiagua, afluente del río Unete\""	"Qda. Cupiagua afluente del río Unete"	416	NA	NA	NA	"5 0 0 -72 25 0"	"5 0 0"	"72 25 0"	NA	NA	5.209878	-72.61338	"WGS84"	NA	"Irene Aconcha"	"03/06/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Cupiagua (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Carlos DoNascimiento"	"9/28/2005"	NA	"Trichomycterus knerii"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Trichomycteridae"	"Trichomycterus"	"knerii"	"Trichomycterus cf. knerii"	"\"Steindachner, 1882\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"03-1993"
"IAvH:IAvH:003345"	"Especímen preservado"	"IAvH"	"IAvH-P"	3345	"IAVH3345"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"03/01/1994"	NA	"03/01/1994"	NA	NA	"BP Exploration"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"03-1994"
"IAvH:IAvH:003348"	"Especímen preservado"	"IAvH"	"IAvH-P"	3348	"IAVH3348"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	10	NA	NA	"Animal completo (ETOH)"	NA	NA	"08/01/1993"	NA	"08/01/1993"	NA	NA	"\"BP Exploration, epoca de invierno\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"08-1993"
"IAvH:IAvH:003351"	"Especímen preservado"	"IAvH"	"IAvH-P"	3351	"IAVH3351"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	15	NA	NA	"Animal completo (ETOH)"	NA	NA	"03/01/1993"	NA	"03/01/1993"	NA	NA	"BP Exploration"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"\"Cuenca del río Unete, río Cachiza\""	"\"Río Cachiza, cuenca del río Unete\""	370	NA	NA	NA	"5 12 0 -72 36 0"	"5 12 0"	"72 36 0"	NA	NA	5.191027	-72.60375	"WGS84"	NA	"Irene Aconcha"	"03/02/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cachiza en la cuenca del rio Unete (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"03-1993"
"IAvH:IAvH:003354"	"Especímen preservado"	"IAvH"	"IAvH-P"	3354	"IAVH3354"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Mauricio Camargo"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"07/07/1992"	NA	"07/07/1992"	NA	NA	"BP Exploration"	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Seco"	"Río Seco"	376	NA	NA	NA	NA	NA	NA	NA	NA	5.109521	-72.65116	"WGS84"	NA	"Irene Aconcha"	"03/01/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Seco (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Mauricio Camargo"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"07-1992"
"IAvH:IAvH:003356"	"Especímen preservado"	"IAvH"	"IAvH-P"	3356	"IAVH3356"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	27	NA	NA	"Animal completo (ETOH)"	NA	NA	"11/01/1995"	NA	"11/01/1995"	NA	NA	"\"BP Exploration, epoca de transicion\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"11-1995"
"IAvH:IAvH:003357"	"Especímen preservado"	"IAvH"	"IAvH-P"	3357	"IAVH3357"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	25	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/01/1996"	NA	"02/01/1996"	NA	NA	"\"BP Exploration, epoca de sequia\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-1996"
"IAvH:IAvH:003358"	"Especímen preservado"	"IAvH"	"IAvH-P"	3358	"IAVH3358"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	53	NA	NA	"Animal completo (ETOH)"	NA	NA	"11/01/1994"	NA	"11/01/1994"	NA	NA	"\"BP Exploration, epoca de transicion\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"11-1994"
"IAvH:IAvH:003360"	"Especímen preservado"	"IAvH"	"IAvH-P"	3360	"IAVH3360"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	53	NA	NA	"Animal completo (ETOH)"	NA	NA	"06/01/1995"	NA	"06/01/1995"	NA	NA	"\"BP Exploration, epoca de lluvías\""	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Cusiana"	"Río Cusiana"	372	NA	NA	NA	"4 31 0 -71 51 0"	"4 31 0"	"71 51 0"	NA	NA	5.069528	-72.73419	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Cusiana (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Vladimir Ortiz"	NA	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"06-1995"
"IAvH:IAvH:003367"	"Especímen preservado"	"IAvH"	"IAvH-P"	3367	"IAVH3367"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Vladimir Ortiz"	7	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/01/1996"	NA	"02/01/1996"	NA	NA	"\"BP Exploration, epoca de sequia\""	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Río Unete"	"Río Unete"	395	NA	NA	NA	NA	NA	NA	NA	NA	5.041403	-72.67063	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Turubeña. Se corrige municipio, no es Tauramena sino Aguazul. (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"05/11/2004"	NA	"Chaetostoma milesi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Chaetostoma"	"joropo"	"Chaetostoma joropo"	"\"Ballen, Urbano-Bonilla & Maldonado-Ocampo, 2016\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"si"	"No"	"No"	"02-1996"
